,description,number_rates,rating,price,url
214,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nordic Naturals Nordic Berries, Citrus - 120 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 30 Servings</span>","(1,921)",4.8,22.91,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A060777420HOF1MQ623WF&qualifier=1675456097&id=1023673203592923&widgetName=sp_mtf&url=%2FNordic-Naturals-Berries-Health-Beauty%2Fdp%2FB002CQU57I%2Fref%3Dsr_1_179_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-179-spons%26psc%3D1%26smid%3DAD4JTYB7A7HOQ
215,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kids Multivitamin Gummy Worms, Overall Health and Immune Support, Vitamins and Minerals A, C, D, E, Bs and Zinc, Chewable Supplement, Sour Fruit Punch, 45 Day Supply - 70 Count</span>","(2,500)",4.7,12.88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A08424221KMPH3RI48BMC&qualifier=1675456097&id=1023673203592923&widgetName=sp_mtf&url=%2FMultivitamin-Essential-Vitamins-Minerals-Fruity%2Fdp%2FB087GKQHGP%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-180-spons%26psc%3D1
216,"<span class=""a-size-base-plus a-color-base a-text-normal"">Lil Critters Kids Immune C Gummy Supplement: Vitamins C, D3 &amp; Zinc for Immune Support, 60 or 120mg Vitamin C Per Serving, 190 Count (95-190 Day Supply), from America’s No. 1 Gummy Vitamin Brand</span>","(5,948)",4.8,11.88,https://www.amazon.com/Lil-Critters-Immune-Echinacea-packaging/dp/B003VDBGHY/ref=sr_1_181?keywords=multivitamin+for+kids&qid=1675456097&sr=8-181
217,"<span class=""a-size-base-plus a-color-base a-text-normal"">Garden of Life - mykind Organics Kids Gummy Vitamins, Certified Organic, Non-GMO &amp; Vegan Complete Children's - B12, C &amp; D3 Gluten, Soy &amp; Dairy Free Real Fruit Chew Gummies, Multi, Cherry, 120 Count</span>","(5,911)",4.5,27.38,https://www.amazon.com/Garden-Life-Organics-Certified-Childrens/dp/B06XSB6Y55/ref=sr_1_182?keywords=multivitamin+for+kids&qid=1675456097&rdc=1&sr=8-182
218,"<span class=""a-size-base-plus a-color-base a-text-normal"">Hello Bello Organic Kids Sleep Vitamin Gummy - 75 ct (Pack of 1)</span>",(34),4.7,9.95,https://www.amazon.com/Hello-Bello-Organic-Sleep-Vitamin/dp/B09XPSKC1S/ref=sr_1_183?keywords=multivitamin+for+kids&qid=1675456097&sr=8-183
219,"<span class=""a-size-base-plus a-color-base a-text-normal"">NuBest Tall Kids - Helps Kids Grow &amp; Develop Healthily - Immunity &amp; Bone Strength Support - Multivitamins &amp; Minerals for Kids Ages 2 to 9 - Fun Animal Shapes - 90 Chewable Berry Tablets (1 Pack)</span>","(1,016)",4.2,55.00,https://www.amazon.com/NuBest-Tall-Kids-Multivitamins-Multi-Minerals/dp/B08133YFGG/ref=sr_1_184?keywords=multivitamin+for+kids&qid=1675456097&sr=8-184
220,"<span class=""a-size-base-plus a-color-base a-text-normal"">SmartyPants Daily Family Immunity Formula Gummy Multivitamin: Clinically Tested Elderberry, Vitamin C, Vitamin D3, and Zinc, Gluten-Free, Vitamin B6, B12, 50 Count</span>",(15),4.4,16.98,https://www.amazon.com/SmartyPants-Family-Immunity-Formula-Multivitamin/dp/B0BGW473VN/ref=sr_1_185?keywords=multivitamin+for+kids&qid=1675456097&sr=8-185
221,"<span class=""a-size-base-plus a-color-base a-text-normal"">L'il Critters Kids Calcium Gummy Bears with Vitamin D3 , 150ct</span>","(6,856)",4.7,12.53,https://www.amazon.com/Lil-Critters-Calcium-Vitamin-Supplement/dp/B00421MNIU/ref=sr_1_186?keywords=multivitamin+for+kids&qid=1675456097&sr=8-186
222,"<span class=""a-size-base-plus a-color-base a-text-normal"">The Mane Choice Manetabolism Kids Gummy Vitamins for Hair Growth, 60 Capsules</span>",(866),4.4,11.69,https://www.amazon.com/CHOICE-MANETABOLISM-Healthy-Growth-Vitamins/dp/B01A7RHFRQ/ref=sr_1_187?keywords=multivitamin+for+kids&qid=1675456097&sr=8-187
223,"<span class=""a-size-base-plus a-color-base a-text-normal"">Simply8 Kids Multivitamin Gummies - 11 Essential Nutrients for Overall Health, Energy, and Immune Support - Promotes Brain and Muscle Health - Tapioca Based Pectin Gummies - 1 Month Supply - Ages 4+</span>",(25),4.4,16.20,https://www.amazon.com/Simply8-Kids-Multivitamin-Gummies-Essential/dp/B09SVN1TJ7/ref=sr_1_188?keywords=multivitamin+for+kids&qid=1675456097&sr=8-188
224,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Source of Life Gold Children's Liquid Multivitamin, 30 OZ - Natural Tropical Berry Flavor - Immune Support Supplement - Organic Whole Foods, Gluten-Free, Vegan - 60 Servings</span>",(334),4.5,31.20,https://www.amazon.com/NaturesPlus-Animal-Parade-Childrens-Multivitamin/dp/B004LW6KGG/ref=sr_1_189?keywords=multivitamin+for+kids&qid=1675456097&sr=8-189
225,"<span class=""a-size-base-plus a-color-base a-text-normal"">[120 Count] 8 in 1 Immune Heath Support Multivitamin Gummies &amp; Probiotics Formulated for Kids - Vitamin C, D3, B12, B6, Zinc, Elderberry, Selenium - Dietary Supplement, Berry Flavored Chewable Gummy</span>",(108),4.6,16.99,https://www.amazon.com/Support-Multivitamin-Gummies-Probiotics-Formulated/dp/B08WLGYP4S/ref=sr_1_190?keywords=multivitamin+for+kids&qid=1675456097&sr=8-190
226,"<span class=""a-size-base-plus a-color-base a-text-normal"">Sundown Kids Disney Princess Complete Multivitamin, 60 Gummies</span>","(5,463)",4.8,20.82,https://www.amazon.com/Sundown-Naturals%C2%AE-Kids-Princess%C2%AE-Multivitamin/dp/B06VTBVC7N/ref=sr_1_191?keywords=multivitamin+for+kids&qid=1675456097&sr=8-191
227,"<span class=""a-size-base-plus a-color-base a-text-normal"">Herbion Naturals Vitality Supplement for Children, Promotes Growth and Appetite, Relieves Fatigue, Improves Mental and Physical Performance, Boosts Energy, 5 FL Oz - For Kids of 1 Year and Above</span>","(2,405)",4.1,9.99,https://www.amazon.com/Herbion-Naturals-Vitality-Supplement-Children/dp/B0777TMWCC/ref=sr_1_192?keywords=multivitamin+for+kids&qid=1675456097&sr=8-192
228,"<span class=""a-size-base-plus a-color-base a-text-normal"">NOW Supplements, Kid Vits Berry Blast, Sweetened with Xylitol, 120 Round Shaped Chewables, packaging may vary</span>",(58),4.1,12.59,https://www.amazon.com/NOW-Vits-Berry-Blast-Chewables/dp/B000FFQP5O/ref=sr_1_193?keywords=multivitamin+for+kids&qid=1675456097&sr=8-193
229,"<span class=""a-size-base-plus a-color-base a-text-normal"">Burt's Bees Kids Immune Support Gummies: Vitamin C and Zinc, Natural Manuka Honey, Orange Flavor, 30 Count</span>",(100),4.8,9.99,https://www.amazon.com/Burts-Bees-Immune-Support-Gummies/dp/B099NTD6VM/ref=sr_1_194?keywords=multivitamin+for+kids&qid=1675456097&sr=8-194
230,"<span class=""a-size-base-plus a-color-base a-text-normal"">Liquid Vitamins by Feel Great Vitamin Co. | Delicious Sugar-Free Kids Immune Support Supplement | 100% Daily Value of 14 Essential Vitamins | 95-98% Absorption Childrens Vitamins, 16 Oz, (Pack of 1)</span>",(404),4.4,38.97,https://www.amazon.com/Multivitamin-Feel-Great-365-Supplement/dp/B081DB3GKP/ref=sr_1_195?keywords=multivitamin+for+kids&qid=1675456097&sr=8-195
231,"<span class=""a-size-base-plus a-color-base a-text-normal"">Mary Ruth's Organic Kids Focus &amp; Attention Drops, 1 FZ</span>",(15),4.3,18.87,https://www.amazon.com/Mary-Ruths-Organic-Focus-Attention/dp/B09F7WXSP3/ref=sr_1_196?keywords=multivitamin+for+kids&qid=1675456097&sr=8-196
232,"<span class=""a-size-base-plus a-color-base a-text-normal"">Digestive Advantage Kids Probiotic Gummies For Digestive Health, Daily Probiotics For Kids, Support For Occasional Bloating, Minor Abdominal Discomfort &amp; Gut Health, 60ct Natural Fruit Flavors</span>",(443),4.7,14.29,https://www.amazon.com/Digestive-Advantage-Probiotic-Abdominal-Discomfort/dp/B00GM0271C/ref=sr_1_197_f3_0o_fs?keywords=multivitamin+for+kids&qid=1675456097&sr=8-197
233,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Multivitamin Children’s Chewables - Watermelon Flavor - 120 Animal-Shaped Tablets - Vitamin D3, K2 &amp; Probiotics - Vegan, Gluten Free - 60 Total Servings</span>",(210),4.7,24.35,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B00553PA98/ref=sr_1_198?keywords=multivitamin+for+kids&qid=1675456097&sr=8-198
234,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Children's Multivitamin, Grape Flavor - 120 Chewable Animal Shaped Tablets - Vegan, Gluten Free - 60 Servings</span>",(217),4.6,24.35,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B00553PAHU/ref=sr_1_199?keywords=multivitamin+for+kids&qid=1675456097&sr=8-199
235,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Vitamins Gummy Multivitamin Chewable - Kids Gummy Vitamins for Mood Support Natural Energy Boost and Immune Support for Kids - Kids Immune Support Gummies and Natural Multivitamin for Kids</span>",(482),4.7,11.77,https://www.amazon.com/Kids-Vitamins-Gummy-Multivitamin-Chewable/dp/B08D6V5VHN/ref=sr_1_200?keywords=multivitamin+for+kids&qid=1675456097&sr=8-200
236,"<span class=""a-size-base-plus a-color-base a-text-normal"">Renzo's Kids Vitamin C with Elderberry &amp; Zinc for Immune Support, Vegan Vitamin C for Kids, Zero Sugar, Non-GMO, Oh-Oh-Oh Orange Flavor, Easy to Take Chewable Vitamin C Tablets, [60 Melty Tabs]</span>",(431),4.7,18.99,https://www.amazon.com/Renzos-Invincible-Elderberry-Vitamins-Oh-Oh-Oh/dp/B086DFT2BL/ref=sr_1_201?keywords=multivitamin+for+kids&qid=1675456097&sr=8-201
237,"<span class=""a-size-base-plus a-color-base a-text-normal"">Flintstones Sour Gummies Kids Vitamins, Gummy Multivitamin for Kids with Vitamins A, B6, B12, C, D &amp; more, 180ct</span>","(1,178)",4.8,13.92,https://www.amazon.com/Flintstones-Childrens-Complete-Multivitamin-Gummies/dp/B00BV47LTM/ref=sr_1_202?keywords=multivitamin+for+kids&qid=1675456097&rdc=1&sr=8-202
238,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies - Vitamins A, C, D, E, B5, B6 &amp; B12, Biotin &amp; Zinc - Essential Daily Vitamins For Immune Support, Strong Bones, Growth &amp; Development - Delicious Fruit Flavor - 60 Gummies</span>",(60),4.8,9.99,https://www.amazon.com/Kids-Multivitamin-Gummies-Essential-Development/dp/B09RQCP4DP/ref=sr_1_203?keywords=multivitamin+for+kids&qid=1675456097&sr=8-203
239,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Children's Liquid Multivitamin, 16 fl oz - Natural Tropical Berry Flavor - Immune Support Supplement - Gluten Free, Vegan - 32 Servings</span>",(278),4.4,20.49,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B004LW6KH0/ref=sr_1_204?keywords=multivitamin+for+kids&qid=1675456097&sr=8-204
240,"<span class=""a-size-base-plus a-color-base a-text-normal"">Centrum Kids Multivitamin Gummies, Tropical Punch Flavor Made with Natural Flavors, 150 Count, 150 Day Supply (Pack of 1)</span>","1,240",4.7,14.28,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A004100630XRPN7K9IQO1&qualifier=1675456108&id=1119980626224150&widgetName=sp_atf_next&url=%2FCentrum-Multivitamin-Gummies-Tropical-Natural%2Fdp%2FB0B6WQ7NK8%2Fref%3Dice_ac_b_dpb_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-193-spons%26psc%3D1
241,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Marvel® Avengers Kids Gummy Multivitamin, Natural Grape, Orange &amp; Cherry Flavored, Supports Immune Health &amp; More, 60 Gummies</span>",37,4.7,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A03340933S9WHLVIJHIKN&qualifier=1675456108&id=1119980626224150&widgetName=sp_atf_next&url=%2FNatures-Bounty-Avengers-Multivitamin-Flavored%2Fdp%2FB09SKGKTGM%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-194-spons%26psc%3D1
242,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 180 Gummies</span>",131,4.7,8.96,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A033508536FK4X7F51Z4N&qualifier=1675456108&id=1119980626224150&widgetName=sp_atf_next&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SK3PN99%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-195-spons%26psc%3D1
243,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Chewable Multivitamin - 180 Animal-Shaped Tablets - Natural Assorted Flavors - Vegetarian, Gluten Free - 90 Servings</span>","1,996",4.6,25.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A00366322HE4VFF4PULTL&qualifier=1675456108&id=1119980626224150&widgetName=sp_atf_next&url=%2FNaturesPlus-Animal-Childrens-Chewable-Multivitamin%2Fdp%2FB00012NGZI%2Fref%3Dsr_1_196_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-196-spons%26psc%3D1%26smid%3DA32GOXAC8X4KTS
244,"<span class=""a-size-base-plus a-color-base a-text-normal"">SmartyPants Kids Daily Mineral Vitamins: Calcium, Magnesium Citrate, D3, Zinc &amp; Chromium for Immune Support, Energy, Bone &amp; Muscle Function, 60 Soft Chews (30 Day Supply)</span>","3,486",4.3,20.26,https://www.amazon.com/SmartyPants-Mineral-Complete-Daily-Vitamins/dp/B0765B33B9/ref=sr_1_197?keywords=multivitamin+for+kids&qid=1675456108&sr=8-197
245,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Chewable Multivitamin - Grape Flavor - 180 Animal-Shaped Tablets - Promotes Health &amp; Well-Being - Vegetarian, Gluten Free - 90 Servings</span>",420,4.7,25.99,https://www.amazon.com/Natures-Plus-Childrens-Chewable-Multivitamin/dp/B00028NCHI/ref=sr_1_198?keywords=multivitamin+for+kids&qid=1675456108&sr=8-198
246,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Children's Multivitamin, Grape Flavor - 120 Chewable Animal Shaped Tablets - Vegan, Gluten Free - 60 Servings</span>",217,4.6,24.35,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B00553PAHU/ref=sr_1_199?keywords=multivitamin+for+kids&qid=1675456108&sr=8-199
247,"<span class=""a-size-base-plus a-color-base a-text-normal"">[120 Count] 8 in 1 Immune Heath Support Multivitamin Gummies &amp; Probiotics Formulated for Kids - Vitamin C, D3, B12, B6, Zinc, Elderberry, Selenium - Dietary Supplement, Berry Flavored Chewable Gummy</span>",108,4.6,16.99,https://www.amazon.com/Support-Multivitamin-Gummies-Probiotics-Formulated/dp/B08WLGYP4S/ref=sr_1_200?keywords=multivitamin+for+kids&qid=1675456108&sr=8-200
248,"<span class=""a-size-base-plus a-color-base a-text-normal"">Herbion Naturals Vitality Supplement for Children, Promotes Growth and Appetite, Relieves Fatigue, Improves Mental and Physical Performance, Boosts Energy, 5 FL Oz - For Kids of 1 Year and Above</span>","2,405",4.1,9.99,https://www.amazon.com/Herbion-Naturals-Vitality-Supplement-Children/dp/B0777TMWCC/ref=sr_1_201?keywords=multivitamin+for+kids&qid=1675456108&sr=8-201
249,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nutri Supreme Teen Multivitamin for Boys and Girls 12-17, Best Kosher One Per Day Teen Vitamins, Formulated for Teen Development and Immune Health</span>",18,4.3,13.97,https://www.amazon.com/Supreme-Multivitamin-Vitamins-Formulated-Development/dp/B0BSMFFNFW/ref=sr_1_202?keywords=multivitamin+for+kids&qid=1675456108&sr=8-202
250,"<span class=""a-size-base-plus a-color-base a-text-normal"">Simply8 Kids Multivitamin Gummies - 11 Essential Nutrients for Overall Health, Energy, and Immune Support - Promotes Brain and Muscle Health - Tapioca Based Pectin Gummies - 1 Month Supply - Ages 4+</span>",25,4.4,16.20,https://www.amazon.com/Simply8-Kids-Multivitamin-Gummies-Essential/dp/B09SVN1TJ7/ref=sr_1_203?keywords=multivitamin+for+kids&qid=1675456108&sr=8-203
251,"<span class=""a-size-base-plus a-color-base a-text-normal"">LIQUIDHEALTH 16 Oz Attention, Calm Kids Children Teens Liquid Multivitamin, Focus, Memory, Supplement, Concentration, Vitamins Support, Vegan, Sugar-Free - 2 Pack</span>",108,4.1,60.95,https://www.amazon.com/LIQUIDHEALTH-Multivitamin-Supplement-Concentration-Sugar-Free/dp/B0BM39N7X2/ref=sr_1_204?keywords=multivitamin+for+kids&qid=1675456108&sr=8-204
252,"<span class=""a-size-base-plus a-color-base a-text-normal"">Burt's Bees Kids Immune Support Gummies: Vitamin C and Zinc, Natural Manuka Honey, Orange Flavor, 30 Count</span>",100,4.8,9.99,https://www.amazon.com/Burts-Bees-Immune-Support-Gummies/dp/B099NTD6VM/ref=sr_1_205?keywords=multivitamin+for+kids&qid=1675456108&sr=8-205
253,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Children's Liquid Multivitamin, 16 fl oz - Natural Tropical Berry Flavor - Immune Support Supplement - Gluten Free, Vegan - 32 Servings</span>",278,4.4,20.49,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B004LW6KH0/ref=sr_1_206?keywords=multivitamin+for+kids&qid=1675456108&sr=8-206
254,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Vitamins Gummy Multivitamin Chewable - Kids Gummy Vitamins for Mood Support Natural Energy Boost and Immune Support for Kids - Kids Immune Support Gummies and Natural Multivitamin for Kids</span>",482,4.7,11.77,https://www.amazon.com/Kids-Vitamins-Gummy-Multivitamin-Chewable/dp/B08D6V5VHN/ref=sr_1_207?keywords=multivitamin+for+kids&qid=1675456108&sr=8-207
255,"<span class=""a-size-base-plus a-color-base a-text-normal"">SmartyPants Daily Family Immunity Formula Gummy Multivitamin: Clinically Tested Elderberry, Vitamin C, Vitamin D3, and Zinc, Gluten-Free, Vitamin B6, B12, 50 Count</span>",15,4.4,16.98,https://www.amazon.com/SmartyPants-Family-Immunity-Formula-Multivitamin/dp/B0BGW473VN/ref=sr_1_208?keywords=multivitamin+for+kids&qid=1675456108&sr=8-208
256,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 60 Gummies</span>",35,4.6,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A03344053RTVJOYPFFD0Z&qualifier=1675456108&id=1119980626224150&widgetName=sp_mtf&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGJVG2%2Fref%3Dsr_1_209_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-209-spons%26psc%3D1
257,"<span class=""a-size-base-plus a-color-base a-text-normal"">CHILDLIFE ESSENTIALS, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange &amp; Mango Flavor, 8 Fl Oz Bottle</span>","2,995",4.6,14.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A03676721KGTMQX5W2XLU&qualifier=1675456108&id=1119980626224150&widgetName=sp_mtf&url=%2FChildLife-Essentials-Vitamin-Mineral-Natural%2Fdp%2FB001E123JA%2Fref%3Dsr_1_210_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-210-spons%26psc%3D1
258,"<span class=""a-size-base-plus a-color-base a-text-normal"">LIQUIDHEALTH 16 Oz Kids Liquid Multivitamin Complete Multiple for Children, Toddlers - Essential Vitamins &amp; Minerals Supplement, Immune Support, Gluten Free, Non GMO, Prebiotic Fiber</span>",105,4.4,33.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A04817472TI86LJLMXZ8B&qualifier=1675456108&id=1119980626224150&widgetName=sp_mtf&url=%2FLIQUIDHEALTH-Multivitamin-Complete-Multiple-Children%2Fdp%2FB0033L8N8Y%2Fref%3Dsr_1_211_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-211-spons%26psc%3D1%26smid%3DA2NDL997C9GX5T
259,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Non-GMO, 60 Gummies</span>",32,4.5,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0334561315X5PM9XEN1L&qualifier=1675456108&id=1119980626224150&widgetName=sp_mtf&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGMHH6%2Fref%3Dsr_1_212_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-212-spons%26psc%3D1
260,"<span class=""a-size-base-plus a-color-base a-text-normal"">Swiss Energy by Dr. Frei Dietary Supplement 96 Tube Variety Pack, Vitamin C-24, Magnesium-24, Multivitamin-24, Active-12, Kid's Multivitamin-12, 96-Pack, 20 Effervescent Tablets Per Pack</span>",125,4.5,224.95,https://www.amazon.com/Swiss-Energy-Magnesium-24-Multivitamin-24-Multivitamin-12/dp/B0BHL4YYNS/ref=sr_1_213?keywords=multivitamin+for+kids&qid=1675456108&sr=8-213
261,"<span class=""a-size-base-plus a-color-base a-text-normal"">Hello Bello Organic Kids Sleep Vitamin Gummy - 75 ct (Pack of 1)</span>",34,4.7,9.95,https://www.amazon.com/Hello-Bello-Organic-Sleep-Vitamin/dp/B09XPSKC1S/ref=sr_1_214?keywords=multivitamin+for+kids&qid=1675456108&sr=8-214
262,"<span class=""a-size-base-plus a-color-base a-text-normal"">Renzo's Kids Vitamin C with Elderberry &amp; Zinc for Immune Support, Vegan Vitamin C for Kids, Zero Sugar, Non-GMO, Oh-Oh-Oh Orange Flavor, Easy to Take Chewable Vitamin C Tablets, [60 Melty Tabs]</span>",431,4.7,18.99,https://www.amazon.com/Renzos-Invincible-Elderberry-Vitamins-Oh-Oh-Oh/dp/B086DFT2BL/ref=sr_1_215?keywords=multivitamin+for+kids&qid=1675456108&sr=8-215
263,"<span class=""a-size-base-plus a-color-base a-text-normal"">Biostime Kids Multivitamin Gummies with Probiotics | 11 Essential Kids Vitamins &amp; Minerals | Kids Probiotic Gummies + Prebiotic Fiber | Zinc Enriched - Lutein for Eye and Brain Health, 1.5B CFU, 60 CT</span>",20,4.3,22.99,https://www.amazon.com/Biostime-Kids-Multivitamin-Gummies-Probiotics/dp/B09XWY5BSK/ref=sr_1_216?keywords=multivitamin+for+kids&qid=1675456108&sr=8-216
264,"<span class=""a-size-base-plus a-color-base a-text-normal"">The Mane Choice Manetabolism Kids Gummy Vitamins for Hair Growth, 60 Capsules</span>",866,4.4,11.69,https://www.amazon.com/CHOICE-MANETABOLISM-Healthy-Growth-Vitamins/dp/B01A7RHFRQ/ref=sr_1_217?keywords=multivitamin+for+kids&qid=1675456108&sr=8-217
265,"<span class=""a-size-base-plus a-color-base a-text-normal"">CHILDLIFE ESSENTIALS Multi Vitamin SoftMelts - for Infants, Babies, Kids, Toddlers, Children, and Teenagers - Natural Orange Flavor - 27 Tablets</span>",200,4.5,15.89,https://www.amazon.com/ChildLife-Essentials-Vitamin-SoftMelts-Artificial/dp/B08628BD4C/ref=sr_1_218?keywords=multivitamin+for+kids&qid=1675456108&sr=8-218
266,"<span class=""a-size-base-plus a-color-base a-text-normal"">Culturelle Immune Defense Probiotic with Vitamin C, Vitamin D and Zinc + Elderberry, Non-GMO, 4-in-1 Immune Support for Kids Ages 3+*, Mixed Berry Chewables, 30 Count</span>","2,153",4.7,24.37,https://www.amazon.com/Culturelle-Defense-Probiotic-Elderberry-Chewables/dp/B08DKQV6H1/ref=sr_1_219?keywords=multivitamin+for+kids&qid=1675456108&sr=8-219
267,"<span class=""a-size-base-plus a-color-base a-text-normal"">Feel Great Vitamin Co. Complete DHA Gummies for Kids | with Omega 3 6 9 + DHA, Vitamin C | Supports Healthy Brain Function, Vision &amp; Heart Health | Gluten Free, Vegetarian &amp; Non-GMO | 60 Gummies</span>","4,914",4.4,22.97,https://www.amazon.com/Complete-Feel-Great-365-Supplement/dp/B06Y1C5DHC/ref=sr_1_220?keywords=multivitamin+for+kids&qid=1675456108&sr=8-220
268,"<span class=""a-size-base-plus a-color-base a-text-normal"">LIQUIDHEALTH 16 Oz Kids Liquid Multivitamin Complete Multiple for Children, Toddlers - Essential Vitamins &amp; Minerals Supplement, Immune Support, Gluten Free, Non GMO, Prebiotic Fiber (2-Pack)</span>",105,4.4,54.95,https://www.amazon.com/LIQUIDHEALTH-Multivitamin-Complete-Multiple-Children/dp/B0BJ6FNCJX/ref=sr_1_221?keywords=multivitamin+for+kids&qid=1675456108&sr=8-221
269,"<span class=""a-size-base-plus a-color-base a-text-normal"">Mary Ruth's Organic Kids Focus &amp; Attention Drops, 1 FZ</span>",15,4.3,18.87,https://www.amazon.com/Mary-Ruths-Organic-Focus-Attention/dp/B09F7WXSP3/ref=sr_1_222?keywords=multivitamin+for+kids&qid=1675456108&sr=8-222
270,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin + Immunity Gummies Bundle by MaryRuth's | Kids Sugar Free Multivitamin Gummies, 60ct | Immunity 5-in-1 Gummies for Kids &amp; Adults, 90ct | Vegan, Non-GMO, Gluten Free</span>",171,4.8,47.92,https://www.amazon.com/Multivitamin-Immunity-Gummies-MaryRuths-Non-GMO/dp/B08LPCRD2V/ref=sr_1_223?keywords=multivitamin+for+kids&qid=1675456108&sr=8-223
